job_title,company_name,city,location,salary,salary_currency,seniority_level,experience_required,employment_type,remote_type,industry,education_required,has_equity,has_bonus,has_remote_benefits,skills_required,job_description,job_link,job_id,source_website,dedup_key,is_faang,cost_of_living_index,date_posted_raw,applicant_count,currency,company_rating,salary_estimate_type
"Senior Software Development Engineer, AI/ML, AWS Neuron, Model Inference",Annapurna Labs (U.S.) Inc.,"Seattle, WA, USA","Seattle, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=92466ed64e6bc0c3&bb=VlBMkpqmMnbDwN2k4JYbpYE8xXS4k0g7JSLAK5OTHs199aORzCO3CN95wKEHTunTHNZWzRHyyJJHYvLzVA8qSbTs9qTowvVA8RMtztOpmUPkQdN9BWrjJnQAEOqSn55wYo38X4Zo8IoSc6LdhqeGaNqwRwllED-m&xkcb=SoBl67M3lNpxdOxWDh0HbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,92466ed64e6bc0c3,Indeed,d4ec8dffc1ab,0,88,,,USD,,
Software Development Engineer,Amazon.com Services LLC,"Seattle, WA, USA","Seattle, WA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=ed4d4fa6c80d7c04&bb=VlBMkpqmMnbDwN2k4JYbpeh6YWNdWohwU6D8rXXzJ2KccWxebEf0L76gW4pW8RCDPqHmWLx89bpgsWQRY8ufnXZuoPchcy22h6FdPKpyVBCK6HeOYG-S2bqEMDlJbNm5xJ40XLTl0CSUjKhYEdcSkIoj6CTmdd-M&xkcb=SoDr67M3lNpxdOxWDh0AbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,ed4d4fa6c80d7c04,Indeed,a6c98cbfbc23,0,88,,,USD,,
"Sr. Applied Scientist, Amazon Ads",Amazon.com Services LLC - A57,"Seattle, WA, USA","Seattle, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=0a94df5c12563edc&bb=VlBMkpqmMnbDwN2k4JYbpUyRq2PXDYis9FNqE8dPX0SlwRYIQPJ0tVbVNPFe81lqySMS3qdhaO6vue3ScxuH8WQR6jDMaRln3yBlBb4fPOeDno4mHHFtczVlC5AgABeEzltjbFZCY5rx-3i7xsgMRfaHtrB2STVs&xkcb=SoBf67M3lNpxdOxWDh0BbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,0a94df5c12563edc,Indeed,7ee1405b4d6e,0,88,,,USD,,
"Software Development Engineer, AWS Compute Services","Amazon Development Center U.S., Inc.","New York, NY, USA","New York, NY",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=f60812c02467e2d5&bb=e6SXoHVarnMspo73CvRD_eghM21b2D1_xxwN240etDLwwxJh4c2f7T2H_MLeDU1ww4kAUQcg5o593w0ETvJnTA9O8iW8ZXNGcddkEBij540-iMrSgmPWPSzVgebhzCpLJthsNU8RuJpp1lKHDJJu_A%3D%3D&xkcb=SoDE67M3lNEv8-QvyR0LbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,f60812c02467e2d5,Indeed,26b4efdfa255,0,100,,,USD,,
Software Engineer I- Ad Demand,"Twitch Interactive, Inc. - D48","New York, NY, USA","New York, NY",,USD,Entry Level (0-2 years),0-2 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=26df620fcbbccff1&bb=e6SXoHVarnMspo73CvRD_eJjTgvRQBmlZQFIHuQ267NkSjPk1MWDjWj9cv8UodKohJLzgVleVU2w_JHe_P0zO0lbhmddam8KlPofLrpLKyDOQR_PzYqIwCZEX2d9c2hvYVfSEv2jPbj_Q9u-ZHwAYQ%3D%3D&xkcb=SoBw67M3lNEv8-QvyR0KbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,26df620fcbbccff1,Indeed,ddb34b2db76d,0,100,,,USD,,
"IT Application Development Engineer II, AWS Marketing","Amazon Web Services, Inc.","New York, NY, USA","New York, NY",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=dfd2c18ecd3be8d4&bb=e6SXoHVarnMspo73CvRD_ZJA_M42N1F8L4A0eFzBTZi4NpQR-6m7JWxhTVev-uhdgpEt9FtM20TfqKuRCj-J4WW46HMvhHd63CHSZKGe8AVSRoDhqaMdplGCdSgjffO8EKjg3Lhs3M6yXXQzC0jK8Q%3D%3D&xkcb=SoDX67M3lNEv8-QvyR0PbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,dfd2c18ecd3be8d4,Indeed,9f1733c9d526,0,100,,,USD,,
"Software Dev Engineer II (SDE2), Amazon Connect","Amazon Development Center U.S., Inc.","New York, NY, USA","New York, NY",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=3b0463037e3540d4&bb=e6SXoHVarnMspo73CvRD_f0dIro5QcvJ4-0s35btCTZklIJd4fp9uxw4GdOxx7ioEKMVLfD_ARipSv21br9LR9xY4J9_4m6DnWwPwfBngyY05Mig1nfiwp1Cy5yRfc0nKV_NNS4h-fmnL0tDOAeBrQ%3D%3D&xkcb=SoAK67M3lNEv8-QvyR0bbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,3b0463037e3540d4,Indeed,7d00f3a9775f,0,100,,,USD,,
"Software Development Engineer II, iOS, Zappos Discovery Tech - Mobile",Zappos.com LLC,"New York, NY, USA","New York, NY",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=5076f6f785a363a2&bb=e6SXoHVarnMspo73CvRD_U7BciqLarFEy1rhTw7jipka3E71bitnF3U6m9DKSGcXzC_Y5JtYNDwqR4MrGVijU3hnv0RtvKFqbwYjBbcPEYYwz3-89UMIF6-2CPGMzJ7Gw-CHjRWUfVOYPh7L8J1TGw%3D%3D&xkcb=SoDw67M3lNEv8-QvyR0QbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,5076f6f785a363a2,Indeed,789ccfee15d2,0,100,,,USD,,
"Software Dev Engineer III, AWS TCX Content Automations Team","Amazon Development Center U.S., Inc.","New York, NY, USA","New York, NY",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=3c39a75a0a8f96d9&bb=e6SXoHVarnMspo73CvRD_W6GnnAnal-lBWw3iHnMFqhnUwFuy-qFFMIR7eEbkCZRLt8QHhB6g3rhlmiAKUohVuKARuMLCUaLJk1n39HQNkv3SJ1qpQ96MWnSNkaP5-lGztt3QsEP_PKGUf0g6bGPwg%3D%3D&xkcb=SoB-67M3lNEv8-QvyR0XbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,3c39a75a0a8f96d9,Indeed,788d366b745f,0,100,,,USD,,
Software Engineer,OOS Management Corp.,"New York, NY, USA","Brooklyn, NY",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=cbcab175143c7a19&bb=e6SXoHVarnMspo73CvRD_f4iFfekPSDRinK8kDzoIP0UoZzNY40fe5s_MFac8gBY10ToMKgM0m62Vgcq5-5-vKn4Q0s8xDZsWy504H481Rf-wEolMTzdncxXInk9gNLv3UD6wc3j_MySUGisc5fdI1xDoFPBVYtW&xkcb=SoA_67M3lNEv8-QvyR0jbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,cbcab175143c7a19,Indeed,b947892b57d6,0,100,,,USD,,
"Sr. Software Development Engineer, Frontier AI & Robotics",Amazon.com Services LLC,"San Francisco, CA, USA","San Francisco, CA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=864ba49280bd9a79&bb=Uby6bVI3BZrh5HAXney5CYq_rGez7r4qPE1Oi0dYzwrDFfvN_u49D__7ITa-mHcvvSIKuyXmK2mEiNPkZN05YjqulsbiDSod4Y0K4R_9t7PQAEvp731OdDmxvm2j6jy5XiMpCoD0XpVjBCOPAQvXyA%3D%3D&xkcb=SoBL67M3lNE_h3gO1D0CbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,864ba49280bd9a79,Indeed,711f59917b00,0,105,,,USD,,
Full Stack Developer (5–10 Years Experience),Dopple,"New York, NY, USA","Hybrid work in Newark, NJ 07104",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=2dacc7907cc839ab&bb=e6SXoHVarnMspo73CvRD_Y4KKeX8fcCqwxaDf8qrighOdXC-eWzougaM75uPCd_VamGcWPd97XedPtkAzX-z9Ov2S6BhB7z2QYe150kNi5tnvCzH2hMzpuqUSQJgCEXqtAdt0bnzITFcD2i38-dGvW9Z6aEJDTJH&xkcb=SoCL67M3lNEv8-QvyR0ibzkdCdPP&fccid=e965c29297786d24&cmp=Dopple&ti=Full+Stack+Developer&vjs=3,2dacc7907cc839ab,Indeed,532aa4e94471,0,100,,,USD,,
"Software Engineer, Monetization ML","Twitch Interactive, Inc. - D48","New York, NY, USA","New York, NY",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=9849504bdd6237ef&bb=pBI80OonpRK1HkaoK__KUpzLhyFdrM7HsckhHrmaJOodjGSCAUVqpbmfEQ4okLYKEOHtQ0zTALF4Whp6D8IQXUs4q7AzM4qeM8kVf9Ial_9K_sS81Tqw1qjd1rwTn_3F&xkcb=SoCO67M3lNEfvdgO1D0bbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,9849504bdd6237ef,Indeed,7147cac8bcdc,0,100,,,USD,,
"Senior Software Engineer - Fullstack, Engagement Growth",Uber,"New York, NY, USA","New York, NY",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=5802e7a62cd185dc&bb=e6SXoHVarnMspo73CvRD_YnWJV9-xl89DGVs3L8TTwQZmkchP7NWIamGlaekP5sN7GSMFoCh-pgYisBVMun0bwxcUwIAWZFb4hxLfqBZCZXNuTugQYk65H7yxwvFMs-jGqY1nIEZDVnI_Y86pzY3Nw%3D%3D&xkcb=SoAW67M3lNEv8-QvyR0hbzkdCdPP&fccid=f766f8bfbc3effb7&vjs=3,5802e7a62cd185dc,Indeed,1c923d43cfd1,0,100,,,USD,,
SharePoint/Power Platform Dev,DEPARTMENT OF FINANCE,"New York, NY, USA","Manhattan, NY 10038 (Financial District area)",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=8537852ae12f4edb&bb=e6SXoHVarnMspo73CvRD_WmnURD8d_r1OhZV3WQCrIXAZKXnQhKZ0Ug3mxEXlzibpE3FchHsdyZtF8Iq5vKkDcfiNwMu6LTrp0q71Q3I5UWv3Bfzx9xrsEtrgIzU1v1zwaMIwEq_DBImJPAxpRM0E9iktrJO60cx&xkcb=SoAs67M3lNEv8-QvyR0nbzkdCdPP&fccid=e3dc8897b9b29a8b&vjs=3,8537852ae12f4edb,Indeed,fb02beb27d1e,0,100,,,USD,,
"Sr. Applied Scientist - Privacy, Privacy Engineering",Amazon.com Services LLC,"San Francisco, CA, USA","San Francisco, CA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=39e10d88b4cd671e&bb=Uby6bVI3BZrh5HAXney5CV4SWCZStme5wAOtI-aWMJKLKlB_fkxAq6VBKIXIBIapK1RU_YMZ13_p7x5vij7Og29j_WRefFYXrW4Gu7Uie6xpOnWpuEblUo0LG38gQ2CgqSRwKX88pf4T_ff5zFvR5w%3D%3D&xkcb=SoAF67M3lNE_h3gO1D0IbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,39e10d88b4cd671e,Indeed,0ec19cebed6f,0,105,,,USD,,
"Applied Scientist, Prime Video - Content Understanding, Localization & Enrichment Team",Amazon.com Services LLC,"San Francisco, CA, USA","San Francisco, CA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=ef3c5e2417071c00&bb=Uby6bVI3BZrh5HAXney5CQcNPCFjduCT8b5nSiQYbbTHuSA6QutxDdTuAtPaqvOOUupw1bN3g4_qqmw8LDTT0R3R2BaMmtl-sD5KvPs4blmnb-FEAOxL7VEHnSIMoIrqy7xoNKYjeFIdlM0w4tG6vA%3D%3D&xkcb=SoCL67M3lNE_h3gO1D0PbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,ef3c5e2417071c00,Indeed,ea54f6de6615,0,105,,,USD,,
Data Scientist-II,HackerEarth,"San Francisco, CA, USA","Hybrid work in Sunnyvale, CA 94087",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AT-4xjoFaDmugd93ELZmatmUeXLKj4_2mKn4-R6x3iPG9F4pS5iUod4s_LCgEWYneIUKFlEc_hgf5W7ZxoVcqPeOkrNYWjH7kkykXMV8MuXFb1q0pWkMQ6WAQh--WWPLT0VpdDU7NK15UwyGHGZcprIFyauX_hK_zQbLDxuv3Qk-mI7AawKj9eqYyOLHkraRAQBBM4agxGXzT0hpOAq3z953cMYDlpRlnUXOTzwgrUGGs5Vmybn0t_i61NnPH86V0y0E5Pns0EUd5iOkOOKo0vqoQzMgOk00ipBHwszQAjdw2X-WAbV9cyVlagOtCkyPr8ikXerXxePA1L1l1b3pBBUV2tLDFhNZ8l6wDLRkb1e8dcjcoOLtOfMP_yVNONGaKbgnb34rE10gawG21AxZy-N8qxIyip9TypAb5etGtLkG5B7LIS8z3XQM9z359pByYzTLe5LsM5RmU8c3yNhBJUDg1Rt3HB8bJ1K4fY_4tmTE-A4anD-gNdc5ZKwA5UeK_kv6d-1SWonhK2zMZNPDok6rirgzXVRMo_mSAVW3XvdwqDqcZSKhHwB7yXUs-f_60DM89f58QkthO7PSv2O5BaL-1H2rXROh3wJZlmj7Uw6W47AOy6TIoU_uXnienO_BW9aa4DDkxfhY7QnW-sp3mz-od4QGMAORtszOg7KH6qJ4DOOW2YDsIg99UV4IoEcBaOkpy2XRSHhpzQvsh3zHqiGjSaKMhz1YYy0CGNQkDLhQ==&xkcb=SoDL6_M3lNE_h3gO1D0ObzkdCdPP&camk=UoKtGZLa3XJg4qsp9ybaAw==&p=3&fvj=0&vjs=3,,Indeed,855b1a4432ce,0,105,,,USD,,
Data Scientist,HackerEarth,"San Francisco, CA, USA","Hybrid work in Sunnyvale, CA 94087",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AT-4xjoFaDmugd93ELZmatmUeXLKj4_2mKn4-R6x3iPG9F4pS5iUod8XTFF9ZVVTc86W6jd3vR_AHooz6cuTOv4YK0mCpPK0xkvrEEAN0pHxlhRIYA4K7TlauE3ishKQyMG1_36gf5DlZMrC_v29Kl98kW3MI5bGf3DPCGejQF8VACsaM4P5V-Fj2cSEobUtU-o3kx4P4b_3zyyvrY8pHmyZecZlW7vv3qZLGlkayqHENUUmyZFNGCDOsL1CsT5Vp6FKEzj0S21c4gUoZWnGf6x_7lmV29UWITDmwZmNb0dwo-T6jrsaETEEOCXTXqt6TilzsBWQ6o8_KpIOf83V0b-5nLlk-hQ-PXcnT_Wx1j7t3K_E6aTUkEndjyP591j-EL4wNVm01hZ6Ew3hxtc6WS07nSxB0kCrYIlhdWX3IFkg-kU9K9CVqBWgfGv7sEJxtxEvkR4YLk61sRoeKahABJwddrxEUYvjUzSxcIq4Onmsq10W7e6ie2muL5R2Pkee6LFQ9K9qxFLJ3qwGQJsrR7XoiU3ZzDf1mUuWPHwldFreSQliS9t1HrG7qnwxut8-qCsJmQO76kkM_eoKN-DdR9_KITGQjVr8eHIuU1keI3UD19oayyVOY1HxlXPxFJK2Gr-SNR4SrloTL-iraeSp1tlvQXygOB3HlxLSKucm9M4aHJDZBy_L5p6WYkMGdhXwKVhj1LYe0udw-MFbKgJCcVDp2uxFM0AXUkZP9K-uwyPw==&xkcb=SoBW6_M3lNE_h3gO1D0NbzkdCdPP&camk=UoKtGZLa3XIB8jNZkk1MuQ==&p=4&fvj=0&vjs=3,,Indeed,1973de6036be,0,105,,,USD,,
Lead AI Engineer,"Tavant Technologies, Inc.","San Francisco, CA, USA","Santa Clara, CA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cf-5sNRti3pV-Vxxz1MrZEFFVSVpSc7bvq7gr8o3TQyfA6sjaimRS59_cih_VCFMnuo46aCPA5CVZdwjkYUuFqecB99Mt2m3kibKfWvEppTjurDM1xXizJBkb_Js2j3HZntM1UKz29AMompX41ertFDaRNNFPyt5gB9fhfSLA0d5DDMLdW3OwnzBCoQXA3aksxlXXJrK2MTCOz4U0XrJoIvMz66vZ2Dub1hJCxli4PxS3R0rg_2xYRmpuHiOr8LGq-qVZNXXG-V5bP0Xh6y3UHIOcvqw6F0UlM5pNgvOTwEEDYUOTTvBdObGwNTvAK4oBsrwA3-EBPemeUg7EU-1pvijrtRmvKnOwntpdLNgGwiq4GhgFsUFayn8YsSB4g3R0tRlXUy20hzfcly6LwUCO1-dbT1TCLgCrciz353bnf0KgqnI_Q-UhaI2wg2iC_2gW5GGghpLmPtrjkxIPk6xu57eoDeJ4rBSbHlvS0Z2YxqyA_9Evhjsp3254Sqmk68n_UgiQrcFIymwZw8IfybiNdIUlDXbXB7qtFpfK-8gJNxUko7CihbThsAlYSA8eIveTLAWaDIzAKs9R82EftrXUoFMUAJKvFfBles6FMAA63j1O4ns2UtDlfOVaVtYsrIMCA3DuIFqy_aQ92sgmSZS3nzJlL3T19ajDhjkvp1Nh8cF-MjduIMHKHLcwAVsTM3lZrmmm9ZRE_VuNquY8ybsas&xkcb=SoDi6_M3lNE_h3gO1D0MbzkdCdPP&camk=UoKtGZLa3XJpyEwutY7eSw==&p=5&fvj=0&vjs=3,,Indeed,d1dad70af411,0,105,,,USD,,
"Sr. Applied Scientist, WW Sustainability",Amazon.com Services LLC,"San Francisco, CA, USA","San Francisco, CA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=eb9a8965b53d80c8&bb=Uby6bVI3BZrh5HAXney5CRG7KC7j23UAq9auS8lyrLpejQQ8aQ5WYXiotcpKBYwDNKvwIVPzvBCVCiegQ5s_Aa6zB3lx_ljKOoZCEibichozBQuP3XGXqgWi0k4-s6uVUgTj9YFrG5QAMkDpjHIDBw%3D%3D&xkcb=SoD_67M3lNE_h3gO1D0DbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,eb9a8965b53d80c8,Indeed,785f2ddb27e0,0,105,,,USD,,
"C/C++ Hardware / Software Co-Design SDE, Machine Learning Acceleration Systems",Annapurna Labs (U.S.) Inc.,"San Francisco, CA, USA","Cupertino, CA",,USD,,,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=27b9fba571db2e8c&bb=QxE3bi-WOGpx-Nu4mz7xPYUeRnSIEoOTjcqyY8bORBopnS0ylVN9BecdcbTXI8G3-B4oPoOVa9OOxoju3bULmBFiNPc6AzvzdFIIHB7YZIJYbt7ilOhl95AFiY0-PACX&xkcb=SoAz67M3lNFc7KgDM70bbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,27b9fba571db2e8c,Indeed,28a190d3e806,0,105,,,USD,,
"Principal Applied Scientist, Advertiser Growth, Amazon Sponsored Products & Brands",Amazon.com Services LLC,"Seattle, WA, USA","Seattle, WA",,USD,Staff (8+ years),8+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=e9f519c915eea5e0&bb=QtfptQFsClqwCG4dFdhnY27f8X12c1y2EpACprEeyPz02WdyEZffNvwARsF4uiNSwCXGJqCyqng1F0kJwLPC2txSfpLkdgm1554hTnqxID1WxBAWvkUnRXRw4z75oscI&xkcb=SoDK67M3lNbBjhRSwh0KbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,e9f519c915eea5e0,Indeed,4bca5324151d,0,88,,,USD,,
Python Developer,Navigate2Cloud Corp,"Toronto, Canada","Oakville, ON",,CAD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://ca.indeed.com/rc/clk?jk=5b251d07ff1f36de&bb=COAiVlkE47T5n-h1Hs0iL8zIFmMQv863ZkApD3sws7awpmE4LEYuRgbwsfO8Q5hcHAkWQqYzX-2-rTqkvAwpFDNnUS4h298gWIS67Pu0RDbVjFqgvPqoJEmL-AaR-5b3&xkcb=SoBY67M3lNsTPrADM70FbzkdCdPP&fccid=dd616958bd9ddc12&cmp=Navigate2Cloud-Corp&ti=Python+Developer&vjs=3,5b251d07ff1f36de,Indeed,85eafdfd5d9d,0,78,,,CAD,,
"Sr. MLE, Prime Video - Personalization and Discovery",Amazon.com Services LLC,"Seattle, WA, USA","Seattle, WA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=462cb3c7f4fb2312&bb=QtfptQFsClqwCG4dFdhnY0gv9xQJToDNJuyAi0GPfG4wsRs-9UMRo9U6rOKtlXUIw9nNC9-g02afnqrar-VypnTdKTrhdJMSnX4UJBPR21YUnHMMHLr1pAqmZzcV7bDQ&xkcb=SoBt67M3lNbBjhRSwh0PbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,462cb3c7f4fb2312,Indeed,9ab8928bd62a,0,88,,,USD,,
"Sr. SoC Power Engineer, Annapurna Labs - Cloud Scale Machine Learning",Amazon.com Services LLC,"San Francisco, CA, USA","Cupertino, CA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=a31d01bbec52cd19&bb=pAoZuXoJMcX2mdeQ67bzMK5_I3lBb3nTRGe6ikF2dBwi6HsS8pP6NwWNca4N1yfZxCiz99p_ooaFKTvyRub_7y1kYLDLJ4zgeNx0Lf76S_N84DbkN0z2eK_e1DCcr6Qy0y4JGN4kFwAY0eULgM3vmGEMMMHIqKCN&xkcb=SoBw67M3lNFNC1xwUZ0KbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,a31d01bbec52cd19,Indeed,56788a7abc21,0,105,,,USD,,
"Hardware Dev Engineer (AWS Generative AI & ML Servers), AWS Generative AI & ML Servers","Amazon Data Services, Inc.","San Francisco, CA, USA","Cupertino, CA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=a8c92b61b62bf60f&bb=pAoZuXoJMcX2mdeQ67bzMDnbr8PlIRgLMyAsEkEu-ovuL75MFbd30XoC3fpUy6AhCvMzUrjZd2saHk8yADtHP1tlL3gQZqt7Z-EmOB50dLE1_3eq8vkASYvfyeOvFIZKEH1Sy082-U3ngiRGWWQC2_FK5tV0_--G&xkcb=SoDt67M3lNFNC1xwUZ0JbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,a8c92b61b62bf60f,Indeed,c645c38a9e36,0,105,,,USD,,
"2026 Annapurna Labs at AWS, Early Career (US) - Machine Learning Systems & Silicon Innovation",Annapurna Labs (U.S.) Inc. - D63,"San Francisco, CA, USA","Cupertino, CA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=826185f22c033900&bb=pAoZuXoJMcX2mdeQ67bzMBvNRDPvDJRc-NEXNmx73AEosL4NX7WjGQk0z7HMLYQ7lZYHyJdBSSH9w5RfW-7c6JpjZNpGCZrzAmSXlO_VihgXz0E6h-hnNnT9oYCKTbudC7QZAKPcxWsUrQZ7pbpSiKlGRbtU2Y5y&xkcb=SoBZ67M3lNFNC1xwUZ0IbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,826185f22c033900,Indeed,bddb9e165161,0,105,,,USD,,
"Applied Scientist, Safety ML","Twitch Interactive, Inc. - D48","San Francisco, CA, USA","San Francisco, CA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=4d6c772421cb910f&bb=pAoZuXoJMcX2mdeQ67bzMIKw4tll7_LShsCau24wg5ZpNZXfWBf6xyHjMyMPs1atmuiLG8UmPFx6mF26w53xnG14xPcVk0ggsobhcSBUsJu0lwF1MKw1ReoTaKAHmpq4rrasSJ6GSBlUGiz-k9AFh8UUbJw2tLIw&xkcb=SoDX67M3lNFNC1xwUZ0PbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,4d6c772421cb910f,Indeed,7923f00ac852,0,105,,,USD,,
"Senior Hardware Development Engineer AWS AI & ML, Accelerator Servers","Amazon Web Services, Inc.","San Francisco, CA, USA","Cupertino, CA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=6d222f7f52825034&bb=pAoZuXoJMcX2mdeQ67bzMDlXTaTs3TCZS7zgy6OFPDNHrlVadz9eS24DhY8fbYYNIFd2xOoxsreS50JrrLdyCjWlzkdTB0_IAJ8uAbYZPgjg8_3ZBmFJbNWZCFlBXtTiE2gPNhUKI-tzcXy99ns961ymZcZzdwWI&xkcb=SoCj67M3lNFNC1xwUZ0DbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,6d222f7f52825034,Indeed,a6733dba91d2,0,105,,,USD,,
"Software Development Engineer - AI/ML, AWS Neuron",Annapurna Labs (U.S.) Inc.,"San Francisco, CA, USA","Cupertino, CA",,USD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=31de35f9004bf4c1&bb=pAoZuXoJMcX2mdeQ67bzMNVTVgrHX-CMZv8IqfMo8JAE4ZBUTxJETrv9k0l5jqwC7DTb-VQuo-QLDAHQPxDNXnftj0ihHSy1aXn8WGwhT0CVFYedpg42U_Np6w3x4-J8DmRPheVJXE9DMnUr3pPUNKLRk0-FHOM_&xkcb=SoAX67M3lNFNC1xwUZ0CbzkdCdPP&fccid=5cc0cdc6dbb121cc&vjs=3,31de35f9004bf4c1,Indeed,c79a92403bc0,0,105,,,USD,,
"Senior Language Engineer, Artificial General Intelligence - Data Services",Amazon.com Services LLC,"San Francisco, CA, USA","Sunnyvale, CA",,USD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=b781f180ae82f596&bb=pAoZuXoJMcX2mdeQ67bzMJ1Vao9YrMbbNDGoGvSsK8FDn6xA6gzCYlmLFqRK3nHE4nBp2kVd02JhJniTMTu6pxnwRG0k9XtimT4HAKLEzC6aO0GIdqCNJScviZHxsZ-dzOjeCBfeyGEINiRM2KIlgpHcc_a_UFSE&xkcb=SoAE67M3lNFNC1xwUZ0GbzkdCdPP&fccid=fe2d21eef233e94a&vjs=3,b781f180ae82f596,Indeed,6d8dafa79338,0,105,,,USD,,
